CarGames	CashGames	SmallPrizeGames	GroceryProductGames	OnePrizeGames	TwoPrizeGames	ThreePrizeGames	FourFivePrizeGames	Overall
2487-4625	565-1647	1326-1895	1380-1900	2218-2279	1538-1107	707-677	512-539	9372-11598
